"ELA-Literacy.CCRA.L.1"
"ELA-Literacy.L.6.3"
"ELA-Literacy.L.6.3a"
"ELA-Literacy.L.6.3b"
"ELA-Literacy.L.6.4"
"ELA-Literacy.L.6.4a"
"ELA-Literacy.L.6.4b"
"ELA-Literacy.L.6.4c"
"ELA-Literacy.L.6.4d"
"ELA-Literacy.L.6.5"
"ELA-Literacy.L.6.5a"
"ELA-Literacy.L.6.5b"
"ELA-Literacy.L.6.5c"
"ELA-Literacy.L.6.6"
"ELA-Literacy.L.7"
"ELA-Literacy.L.7.1"
"ELA-Literacy.L.7.1a"
"ELA-Literacy.L.7.1b"
"ELA-Literacy.L.7.1c"
"ELA-Literacy.L.7.2"
"ELA-Literacy.L.7.2a"
"ELA-Literacy.L.7.2b"
"ELA-Literacy.L.7.3"
"ELA-Literacy.L.7.3a"
"ELA-Literacy.L.7.4"
"ELA-Literacy.L.7.4a"
"ELA-Literacy.L.7.4b"
"ELA-Literacy.L.7.4c"
"ELA-Literacy.L.7.4d"
"ELA-Literacy.L.7.5"
"ELA-Literacy.L.7.5a"
"ELA-Literacy.L.7.5b"
"ELA-Literacy.L.7.5c"
"ELA-Literacy.L.7.6"
"ELA-Literacy.L.8"
"ELA-Literacy.L.8.1"
"ELA-Literacy.L.8.1a"
"ELA-Literacy.L.8.1b"
"ELA-Literacy.L.8.1c"
"ELA-Literacy.L.8.1d"
"ELA-Literacy.L.8.2"
"ELA-Literacy.L.8.2a"
"ELA-Literacy.L.8.2b"
"ELA-Literacy.L.8.2c"
"ELA-Literacy.L.8.3"
"ELA-Literacy.L.8.3a"
"ELA-Literacy.L.8.4"
"ELA-Literacy.L.8.4a"
"ELA-Literacy.L.8.4b"
"ELA-Literacy.L.8.4c"
"ELA-Literacy.L.8.4d"
"ELA-Literacy.L.8.5"
"ELA-Literacy.L.8.5a"
"ELA-Literacy.L.8.5b"
"ELA-Literacy.L.8.5c"
"ELA-Literacy.L.8.6"
"ELA-Literacy.L.9-10"
"ELA-Literacy.L.9-10.1"
"ELA-Literacy.L.9-10.1a"
"ELA-Literacy.L.9-10.1b"
"ELA-Literacy.L.9-10.2"
"ELA-Literacy.L.9-10.2a"
"ELA-Literacy.L.9-10.2b"
"ELA-Literacy.L.9-10.2c"
"ELA-Literacy.L.9-10.3"
"ELA-Literacy.L.9-10.3a"
"ELA-Literacy.L.9-10.4"
"ELA-Literacy.L.9-10.4a"
"ELA-Literacy.L.9-10.4b"
"ELA-Literacy.L.9-10.4c"
"ELA-Literacy.L.9-10.4d"
"ELA-Literacy.L.9-10.5"
"ELA-Literacy.L.9-10.5a"
"ELA-Literacy.L.9-10.5b"
"ELA-Literacy.L.9-10.6"
"ELA-Literacy.L.K"
"ELA-Literacy.L.K.1"
"ELA-Literacy.L.K.1a"
"ELA-Literacy.L.K.1b"
"ELA-Literacy.L.K.1c"
"ELA-Literacy.L.K.1d"
"ELA-Literacy.L.K.1e"
"ELA-Literacy.L.K.1f"
"ELA-Literacy.L.K.2"
"ELA-Literacy.L.K.2a"
"ELA-Literacy.L.K.2b"
"ELA-Literacy.L.K.2c"
"ELA-Literacy.L.K.2d"
"ELA-Literacy.L.K.4"
"ELA-Literacy.L.K.4a"
"ELA-Literacy.L.K.4b"
"ELA-Literacy.L.K.5"
"ELA-Literacy.L.K.5a"
"ELA-Literacy.L.K.5b"
"ELA-Literacy.L.K.5c"
"ELA-Literacy.L.K.5d"
"ELA-Literacy.L.K.6"
"ELA-Literacy.RF.1"
"ELA-Literacy.RF.1.1"
"ELA-Literacy.RF.1.1a"
"ELA-Literacy.RF.1.2"
"ELA-Literacy.RF.1.2a"
"ELA-Literacy.RF.1.2b"
"ELA-Literacy.RF.1.2c"
"ELA-Literacy.RF.1.2d"
"ELA-Literacy.RF.1.3"
"ELA-Literacy.RF.1.3a"
"ELA-Literacy.RF.1.3b"
"ELA-Literacy.RF.1.3c"
"ELA-Literacy.RF.1.3d"
"ELA-Literacy.RF.1.3e"
"ELA-Literacy.RF.1.3f"
"ELA-Literacy.RF.1.3g"
"ELA-Literacy.RF.1.4"
"ELA-Literacy.RF.1.4a"
"ELA-Literacy.RF.1.4b"
"ELA-Literacy.RF.1.4c"
"ELA-Literacy.RF.2"
"ELA-Literacy.RF.2.3"
"ELA-Literacy.RF.2.3a"
"ELA-Literacy.RF.2.3b"
"ELA-Literacy.RF.2.3c"
"ELA-Literacy.RF.2.3d"
"ELA-Literacy.RF.2.3e"
"ELA-Literacy.RF.2.3f"
"ELA-Literacy.RF.2.4"
"ELA-Literacy.RF.2.4a"
"ELA-Literacy.RF.2.4b"
"ELA-Literacy.RF.2.4c"
"ELA-Literacy.RF.3"
"ELA-Literacy.RF.3.3"
"ELA-Literacy.RF.3.3a"
"ELA-Literacy.RF.3.3b"
"ELA-Literacy.RF.3.3c"
"ELA-Literacy.RF.3.3d"
"ELA-Literacy.RF.3.4"
"ELA-Literacy.RF.3.4a"
"ELA-Literacy.RF.3.4b"
"ELA-Literacy.RF.3.4c"
"ELA-Literacy.RF.4"
"ELA-Literacy.RF.4.3"
"ELA-Literacy.RF.4.3a"
"ELA-Literacy.RF.4.4"
"ELA-Literacy.RF.4.4a"
"ELA-Literacy.RF.4.4b"
"ELA-Literacy.RF.4.4c"
"ELA-Literacy.RF.5"
"ELA-Literacy.RF.5.3"
"ELA-Literacy.RF.5.3a"
"ELA-Literacy.RF.5.4"
"ELA-Literacy.RF.5.4a"
"ELA-Literacy.RF.5.4b"
"ELA-Literacy.RF.5.4c"
"ELA-Literacy.RF.K"
"ELA-Literacy.RF.K.1"
"ELA-Literacy.RF.K.1a"
"ELA-Literacy.RF.K.1b"
"ELA-Literacy.RF.K.1c"
"ELA-Literacy.RF.K.1d"
"ELA-Literacy.RF.K.2"
"ELA-Literacy.RF.K.2a"
"ELA-Literacy.RF.K.2b"
"ELA-Literacy.RF.K.2c"
"ELA-Literacy.RF.K.2d"
"ELA-Literacy.RF.K.2e"
"ELA-Literacy.RF.K.3"
"ELA-Literacy.RF.K.3a"
"ELA-Literacy.RF.K.3b"
"ELA-Literacy.RF.K.3c"
"ELA-Literacy.RF.K.3d"
"ELA-Literacy.RF.K.4"
"ELA-Literacy.RH.11-12"
"ELA-Literacy.RH.11-12.1"
"ELA-Literacy.RH.11-12.10"
"ELA-Literacy.RH.11-12.2"
"ELA-Literacy.RH.11-12.3"
"ELA-Literacy.RH.11-12.4"
"ELA-Literacy.RH.11-12.5"
"ELA-Literacy.RH.11-12.6"
"ELA-Literacy.RH.11-12.7"
"ELA-Literacy.RH.11-12.8"
"ELA-Literacy.RH.11-12.9"
"ELA-Literacy.RH.6-8"
"ELA-Literacy.RH.6-8.1"
"ELA-Literacy.RH.6-8.10"
"ELA-Literacy.RH.6-8.2"
"ELA-Literacy.RH.6-8.3"
"ELA-Literacy.RH.6-8.4"
"ELA-Literacy.RH.6-8.5"
"ELA-Literacy.RH.6-8.6"
"ELA-Literacy.RH.6-8.7"
"ELA-Literacy.RH.6-8.8"
"ELA-Literacy.RH.6-8.9"
"ELA-Literacy.RH.9-10"
"ELA-Literacy.RH.9-10.1"
"ELA-Literacy.RH.9-10.10"
"ELA-Literacy.RH.9-10.2"
"ELA-Literacy.RH.9-10.3"
"ELA-Literacy.RH.9-10.4"
"ELA-Literacy.RH.9-10.5"
"ELA-Literacy.RH.9-10.6"
"ELA-Literacy.RH.9-10.7"
"ELA-Literacy.RH.9-10.8"
"ELA-Literacy.RH.9-10.9"
"ELA-Literacy.RI.1"
"ELA-Literacy.RI.1.1"
"ELA-Literacy.RI.1.10"
"ELA-Literacy.RI.1.2"
"ELA-Literacy.RI.1.3"
"ELA-Literacy.RI.1.4"
"ELA-Literacy.RI.1.5"
"ELA-Literacy.RI.1.6"
"ELA-Literacy.RI.1.7"
"ELA-Literacy.RI.1.8"
"ELA-Literacy.RI.1.9"
"ELA-Literacy.RI.11-12"
"ELA-Literacy.RI.11-12.1"
"ELA-Literacy.RI.11-12.10"
"ELA-Literacy.RI.11-12.2"
"ELA-Literacy.RI.11-12.3"
"ELA-Literacy.RI.11-12.4"
"ELA-Literacy.RI.11-12.5"
"ELA-Literacy.RI.11-12.6"
"ELA-Literacy.RI.11-12.7"
"ELA-Literacy.RI.11-12.8"
"ELA-Literacy.RI.11-12.9"
"ELA-Literacy.RI.2"
"ELA-Literacy.RI.2.1"
"ELA-Literacy.RI.2.10"
"ELA-Literacy.RI.2.2"
"ELA-Literacy.RI.2.3"
"ELA-Literacy.RI.2.4"
"ELA-Literacy.RI.2.5"
"ELA-Literacy.RI.2.6"
"ELA-Literacy.RI.2.7"
"ELA-Literacy.RI.2.8"
"ELA-Literacy.RI.2.9"
"ELA-Literacy.RI.3"
"ELA-Literacy.RI.3.1"
"ELA-Literacy.RI.3.10"
"ELA-Literacy.RI.3.2"
"ELA-Literacy.RI.3.3"
"ELA-Literacy.RI.3.4"
"ELA-Literacy.RI.3.5"
"ELA-Literacy.RI.3.6"
"ELA-Literacy.RI.3.7"
"ELA-Literacy.RI.3.8"
"ELA-Literacy.RI.3.9"
"ELA-Literacy.RI.4"
"ELA-Literacy.RI.4.1"
"ELA-Literacy.RI.4.10"
"ELA-Literacy.RI.4.2"
"ELA-Literacy.RI.4.3"
"ELA-Literacy.RI.4.4"
"ELA-Literacy.RI.4.5"
"ELA-Literacy.RI.4.6"
"ELA-Literacy.RI.4.7"
"ELA-Literacy.RI.4.8"
"ELA-Literacy.RI.4.9"
"ELA-Literacy.RI.5"
"ELA-Literacy.RI.5.1"
"ELA-Literacy.RI.5.10"
"ELA-Literacy.RI.5.2"
"ELA-Literacy.RI.5.3"
"ELA-Literacy.RI.5.4"
"ELA-Literacy.RI.5.5"
"ELA-Literacy.RI.5.6"
"ELA-Literacy.RI.5.7"
"ELA-Literacy.RI.5.8"
"ELA-Literacy.RI.5.9"
"ELA-Literacy.RI.6"
"ELA-Literacy.RI.6.1"
"ELA-Literacy.RI.6.10"
"ELA-Literacy.RI.6.2"
"ELA-Literacy.RI.6.3"
"ELA-Literacy.RI.6.4"
"ELA-Literacy.RI.6.5"
"ELA-Literacy.RI.6.6"
"ELA-Literacy.RI.6.7"
"ELA-Literacy.RI.6.8"
"ELA-Literacy.RI.6.9"
"ELA-Literacy.RI.7"
"ELA-Literacy.RI.7.1"
"ELA-Literacy.RI.7.10"
"ELA-Literacy.RI.7.2"
"ELA-Literacy.RI.7.3"
"ELA-Literacy.RI.7.4"
"ELA-Literacy.RI.7.5"
"ELA-Literacy.RI.7.6"
"ELA-Literacy.RI.7.7"
"ELA-Literacy.RI.7.8"
"ELA-Literacy.RI.7.9"
"ELA-Literacy.RI.8"
"ELA-Literacy.RI.8.1"
"ELA-Literacy.RI.8.10"
"ELA-Literacy.RI.8.2"
"ELA-Literacy.RI.8.3"
"ELA-Literacy.RI.8.4"
"ELA-Literacy.RI.8.5"
"ELA-Literacy.RI.8.6"
"ELA-Literacy.RI.8.7"
"ELA-Literacy.RI.8.8"
"ELA-Literacy.RI.8.9"
"ELA-Literacy.RI.9-10"
"ELA-Literacy.RI.9-10.1"
"ELA-Literacy.RI.9-10.10"
"ELA-Literacy.RI.9-10.2"
"ELA-Literacy.RI.9-10.3"
"ELA-Literacy.RI.9-10.4"
"ELA-Literacy.RI.9-10.5"
"ELA-Literacy.RI.9-10.6"
"ELA-Literacy.RI.9-10.7"
"ELA-Literacy.RI.9-10.8"
"ELA-Literacy.RI.9-10.9"
"ELA-Literacy.RI.K"
"ELA-Literacy.RI.K.1"
"ELA-Literacy.RI.K.10"
"ELA-Literacy.RI.K.2"
"ELA-Literacy.RI.K.3"
"ELA-Literacy.RI.K.4"
"ELA-Literacy.RI.K.5"
"ELA-Literacy.RI.K.6"
"ELA-Literacy.RI.K.7"
"ELA-Literacy.RI.K.8"
"ELA-Literacy.RI.K.9"
"ELA-Literacy.RL.1"
"ELA-Literacy.RL.1.1"
"ELA-Literacy.RL.1.10"
"ELA-Literacy.RL.1.2"
"ELA-Literacy.RL.1.3"
"ELA-Literacy.RL.1.4"
"ELA-Literacy.RL.1.5"
"ELA-Literacy.RL.1.6"
"ELA-Literacy.RL.1.7"
"ELA-Literacy.RL.1.9"
"ELA-Literacy.RL.11-12"
"ELA-Literacy.RL.11-12.1"
"ELA-Literacy.RL.11-12.10"
"ELA-Literacy.RL.11-12.2"
"ELA-Literacy.RL.11-12.3"
"ELA-Literacy.RL.11-12.4"
"ELA-Literacy.RL.11-12.5"
"ELA-Literacy.RL.11-12.6"
"ELA-Literacy.RL.11-12.7"
"ELA-Literacy.RL.11-12.9"
"ELA-Literacy.RL.2"
"ELA-Literacy.RL.2.1"
"ELA-Literacy.RL.2.10"
"ELA-Literacy.RL.2.2"
"ELA-Literacy.RL.2.3"
"ELA-Literacy.RL.2.4"
"ELA-Literacy.RL.2.5"
"ELA-Literacy.RL.2.6"
"ELA-Literacy.RL.2.7"
"ELA-Literacy.RL.2.9"
"ELA-Literacy.RL.3"
"ELA-Literacy.RL.3.1"
"ELA-Literacy.RL.3.10"
"ELA-Literacy.RL.3.2"
"ELA-Literacy.RL.3.3"
"ELA-Literacy.RL.3.4"
"ELA-Literacy.RL.3.5"
"ELA-Literacy.RL.3.6"
"ELA-Literacy.RL.3.7"
"ELA-Literacy.RL.3.9"
"ELA-Literacy.RL.4"
"ELA-Literacy.RL.4.1"
"ELA-Literacy.RL.4.10"
"ELA-Literacy.RL.4.2"
"ELA-Literacy.RL.4.3"
"ELA-Literacy.RL.4.4"
"ELA-Literacy.RL.4.5"
"ELA-Literacy.RL.4.6"
"ELA-Literacy.RL.4.7"
"ELA-Literacy.RL.4.9"
"ELA-Literacy.RL.5"
"ELA-Literacy.RL.5.1"
"ELA-Literacy.RL.5.10"
"ELA-Literacy.RL.5.2"
"ELA-Literacy.RL.5.3"
"ELA-Literacy.RL.5.4"
"ELA-Literacy.RL.5.5"
"ELA-Literacy.RL.5.6"
"ELA-Literacy.RL.5.7"
"ELA-Literacy.RL.5.9"
"ELA-Literacy.RL.6"
"ELA-Literacy.RL.6.1"
"ELA-Literacy.RL.6.10"
"ELA-Literacy.RL.6.2"
"ELA-Literacy.RL.6.3"
"ELA-Literacy.RL.6.4"
"ELA-Literacy.RL.6.5"
"ELA-Literacy.RL.6.6"
"ELA-Literacy.RL.6.7"
"ELA-Literacy.RL.6.9"
"ELA-Literacy.RL.7"
"ELA-Literacy.RL.7.1"
"ELA-Literacy.RL.7.10"
"ELA-Literacy.RL.7.2"
"ELA-Literacy.RL.7.3"
"ELA-Literacy.RL.7.4"
"ELA-Literacy.RL.7.5"
"ELA-Literacy.RL.7.6"
"ELA-Literacy.RL.7.7"
"ELA-Literacy.RL.7.9"
"ELA-Literacy.RL.8"
"ELA-Literacy.RL.8.1"
"ELA-Literacy.RL.8.10"
"ELA-Literacy.RL.8.2"
"ELA-Literacy.RL.8.3"
"ELA-Literacy.RL.8.4"
"ELA-Literacy.RL.8.5"
"ELA-Literacy.RL.8.6"
"ELA-Literacy.RL.8.7"
"ELA-Literacy.RL.8.9"
"ELA-Literacy.RL.9-10"
"ELA-Literacy.RL.9-10.1"
"ELA-Literacy.RL.9-10.10"
"ELA-Literacy.RL.9-10.2"
"ELA-Literacy.RL.9-10.3"
"ELA-Literacy.RL.9-10.4"
"ELA-Literacy.RL.9-10.5"
"ELA-Literacy.RL.9-10.6"
"ELA-Literacy.RL.9-10.7"
"ELA-Literacy.RL.9-10.9"
"ELA-Literacy.RL.K"
"ELA-Literacy.RL.K.1"
"ELA-Literacy.RL.K.10"
"ELA-Literacy.RL.K.2"
"ELA-Literacy.RL.K.3"
"ELA-Literacy.RL.K.4"
"ELA-Literacy.RL.K.5"
"ELA-Literacy.RL.K.6"
"ELA-Literacy.RL.K.7"
"ELA-Literacy.RL.K.9"
"ELA-Literacy.RST.11-12"
"ELA-Literacy.RST.11-12.1"
"ELA-Literacy.RST.11-12.10"
"ELA-Literacy.RST.11-12.2"
"ELA-Literacy.RST.11-12.3"
"ELA-Literacy.RST.11-12.4"
"ELA-Literacy.RST.11-12.5"
"ELA-Literacy.RST.11-12.6"
"ELA-Literacy.RST.11-12.7"
"ELA-Literacy.RST.11-12.8"
"ELA-Literacy.RST.11-12.9"
"ELA-Literacy.RST.6-8"
"ELA-Literacy.RST.6-8.1"
"ELA-Literacy.RST.6-8.10"
"ELA-Literacy.RST.6-8.2"
"ELA-Literacy.RST.6-8.3"
"ELA-Literacy.RST.6-8.4"
"ELA-Literacy.RST.6-8.5"
"ELA-Literacy.RST.6-8.6"
"ELA-Literacy.RST.6-8.7"
"ELA-Literacy.RST.6-8.8"
"ELA-Literacy.RST.6-8.9"
"ELA-Literacy.RST.9-10"
"ELA-Literacy.RST.9-10.1"
"ELA-Literacy.RST.9-10.10"
"ELA-Literacy.RST.9-10.2"
"ELA-Literacy.RST.9-10.3"
"ELA-Literacy.RST.9-10.4"
"ELA-Literacy.RST.9-10.5"
"ELA-Literacy.RST.9-10.6"
"ELA-Literacy.RST.9-10.7"
"ELA-Literacy.RST.9-10.8"
"ELA-Literacy.RST.9-10.9"
"ELA-Literacy.SL.1"
"ELA-Literacy.SL.1.1"
"ELA-Literacy.SL.1.1a"
"ELA-Literacy.SL.1.1b"
"ELA-Literacy.SL.1.1c"
"ELA-Literacy.SL.1.2"
"ELA-Literacy.SL.1.3"
"ELA-Literacy.SL.1.4"
"ELA-Literacy.SL.1.5"
"ELA-Literacy.SL.1.6"
"ELA-Literacy.SL.11-12"
"ELA-Literacy.SL.11-12.1"
"ELA-Literacy.SL.11-12.1a"
"ELA-Literacy.SL.11-12.1b"
"ELA-Literacy.SL.11-12.1c"
"ELA-Literacy.SL.11-12.1d"
"ELA-Literacy.SL.11-12.2"
"ELA-Literacy.SL.11-12.3"
"ELA-Literacy.SL.11-12.4"
"ELA-Literacy.SL.11-12.5"
"ELA-Literacy.SL.11-12.6"
"ELA-Literacy.SL.2"
"ELA-Literacy.SL.2.1"
"ELA-Literacy.SL.2.1a"
"ELA-Literacy.SL.2.1b"
"ELA-Literacy.SL.2.1c"
"ELA-Literacy.SL.2.2"
"ELA-Literacy.SL.2.3"
"ELA-Literacy.SL.2.4"
"ELA-Literacy.SL.2.5"
"ELA-Literacy.SL.2.6"
"ELA-Literacy.SL.3"
"ELA-Literacy.SL.3.1"
"ELA-Literacy.SL.3.1a"
"ELA-Literacy.SL.3.1b"
"ELA-Literacy.SL.3.1c"
"ELA-Literacy.SL.3.1d"
"ELA-Literacy.SL.3.2"
"ELA-Literacy.SL.3.3"
"ELA-Literacy.SL.3.4"
"ELA-Literacy.SL.3.5"
"ELA-Literacy.SL.3.6"
"ELA-Literacy.SL.4"
"ELA-Literacy.SL.4.1"
"ELA-Literacy.SL.4.1a"
"ELA-Literacy.SL.4.1b"
"ELA-Literacy.SL.4.1c"
"ELA-Literacy.SL.4.1d"
"ELA-Literacy.SL.4.2"
"ELA-Literacy.SL.4.3"
"ELA-Literacy.SL.4.4"
"ELA-Literacy.SL.4.5"
"ELA-Literacy.SL.4.6"
"ELA-Literacy.SL.5"
"ELA-Literacy.SL.5.1"
"ELA-Literacy.SL.5.1a"
"ELA-Literacy.SL.5.1b"
"ELA-Literacy.SL.5.1c"
"ELA-Literacy.SL.5.1d"
"ELA-Literacy.SL.5.2"
"ELA-Literacy.SL.5.3"
"ELA-Literacy.SL.5.4"
"ELA-Literacy.SL.5.5"
"ELA-Literacy.SL.5.6"
"ELA-Literacy.SL.6"
"ELA-Literacy.SL.6.1"
"ELA-Literacy.SL.6.1a"
"ELA-Literacy.SL.6.1b"
"ELA-Literacy.SL.6.1c"
"ELA-Literacy.SL.6.1d"
"ELA-Literacy.SL.6.2"
"ELA-Literacy.SL.6.3"
"ELA-Literacy.SL.6.4"
"ELA-Literacy.SL.6.5"
"ELA-Literacy.SL.6.6"
"ELA-Literacy.SL.7"
"ELA-Literacy.SL.7.1"
"ELA-Literacy.SL.7.1a"
"ELA-Literacy.SL.7.1b"
"ELA-Literacy.SL.7.1c"
"ELA-Literacy.SL.7.1d"
"ELA-Literacy.SL.7.2"
"ELA-Literacy.SL.7.3"
"ELA-Literacy.SL.7.4"
"ELA-Literacy.SL.7.5"
"ELA-Literacy.SL.7.6"
"ELA-Literacy.SL.8"
"ELA-Literacy.SL.8.1"
"ELA-Literacy.SL.8.1a"
"ELA-Literacy.SL.8.1b"
"ELA-Literacy.SL.8.1c"
"ELA-Literacy.SL.8.1d"
"ELA-Literacy.SL.8.2"
"ELA-Literacy.SL.8.3"
"ELA-Literacy.SL.8.4"
